0.50	0.23935872 	 0.25391719 	 0.00309646
0.65	0.40516999 	 0.39714799 	 0.00208672
0.80	0.46799550 	 0.42895137 	 0.00130969
0.95	0.39410526 	 0.42417217 	 0.00087528
1.10	0.36567379 	 0.39397354 	 0.00066840
1.25	0.34717512 	 0.35600053 	 0.00051619
1.40	0.30534514 	 0.31658986 	 0.00041547
1.55	0.28101381 	 0.28081496 	 0.00035281
1.70	0.26209871 	 0.24854067 	 0.00029581
1.85	0.22230290 	 0.22012847 	 0.00025168
2.00	0.19467232 	 0.19593129 	 0.00022004
