1 -0.00206143 0
2 -0.00444914 0.00168836
3 -0.000558978 0.00336984
4 -0.0011552 0.00257958
5 -0.00288833 0.00258103
6 -0.00369838 0.00227443
7 -0.00399108 0.00196825
8 -0.00360663 0.00175937
9 -0.00266149 0.00179993
10 -0.00268 0.00162004
11 -0.00216354 0.0015529
12 -0.00180711 0.00146383
13 -0.00219978 0.0014029
14 -0.00202676 0.00131332
15 -0.0018699 0.0012351
16 -0.00127426 0.00129358
17 -0.00142357 0.00122608
18 -0.00119723 0.00117867
19 -0.00131525 0.00112253
20 -0.00159557 0.00110084
21 -0.00173175 0.00105681
22 -0.00163792 0.00101293
23 -0.00117486 0.00106951
24 -0.00135901 0.00104068
25 -0.00164819 0.00103846
26 -0.00150681 0.00100809
27 -0.00194993 0.0010637
28 -0.00225482 0.00106851
29 -0.00228187 0.00103201
30 -0.00225845 0.000997875
31 -0.00221815 0.0009665
32 -0.00198303 0.00096447
33 -0.00172046 0.000970327
34 -0.00158225 0.00095158
35 -0.00139289 0.000943045
36 -0.00150939 0.000924017
37 -0.00159409 0.000902917
38 -0.00154585 0.000880443
39 -0.00166486 0.000865873
40 -0.00158878 0.000847562
41 -0.00161172 0.0008272
42 -0.00166733 0.000809372
43 -0.00160306 0.000793097
44 -0.00139211 0.000802636
45 -0.00158335 0.00080726
46 -0.00150704 0.000793309
47 -0.00130593 0.000801518
48 -0.0010611 0.000821362
49 -0.00101376 0.000805962
50 -0.00105608 0.000790953
51 -0.000914557 0.000788005
52 -0.000942507 0.000773346
53 -0.000912401 0.000759341
54 -0.00073013 0.000766843
55 -0.000812144 0.000757274
56 -0.000849074 0.000744651
57 -0.00081504 0.000732364
58 -0.000826131 0.000719821
59 -0.00085874 0.000708359
60 -0.000812826 0.000698039
61 -0.000723527 0.000692284
62 -0.00065352 0.000684649
63 -0.000563298 0.0006797
64 -0.000535037 0.000669667
65 -0.000452802 0.000664395
66 -0.000442543 0.000654407
67 -0.000392424 0.000646556
68 -0.000480636 0.000643038
69 -0.000432467 0.00063552
70 -0.000532891 0.000634326
71 -0.000539315 0.000625424
72 -0.000569625 0.000617472
73 -0.000571882 0.000609017
74 -0.000594248 0.000601198
75 -0.000604699 0.000593273
76 -0.000611169 0.000585502
77 -0.000590357 0.000578268
78 -0.000546626 0.000572505
79 -0.000469466 0.000570434
80 -0.000485038 0.000563516
81 -0.000486073 0.00055656
82 -0.000417867 0.000553937
83 -0.000370892 0.000549251
84 -0.000303541 0.000546826
85 -0.000226726 0.000545761
86 -0.000179632 0.000541443
87 -0.000222637 0.000536925
88 -0.000246409 0.00053135
89 -0.000263719 0.000525661
90 -0.000201728 0.000523463
91 -0.000307953 0.000528379
92 -0.000318833 0.000522748
93 -0.000250761 0.00052154
94 -0.000264033 0.00051616
95 -0.000289675 0.000511364
96 -0.000385923 0.000515015
97 -0.00033568 0.000512151
98 -0.000345765 0.000507024
99 -0.00030455 0.000503575
100 -0.000289866 0.000498753
