1 0.00187236 0
2 0.019559 0.0125064
3 0.0428971 0.0207997
4 -0.0192933 0.0560721
5 -0.0163782 0.0449334
6 -0.0559932 0.0520565
7 -0.0605233 0.0448166
8 -0.030181 0.0484082
9 -0.0240768 0.0434126
10 -0.0513406 0.0468567
11 -0.0732634 0.0474492
12 -0.0792495 0.0438711
13 -0.0619429 0.0437771
14 -0.0588058 0.0407624
15 -0.0329658 0.045504
16 -0.0439346 0.0439621
17 -0.0228201 0.0461691
18 -0.0219309 0.0436127
19 -0.0174457 0.0415473
20 -0.0248234 0.0401196
21 -0.0283784 0.0383663
22 -0.0261073 0.0366895
23 -0.0292479 0.0352285
24 -0.0319649 0.0338653
25 -0.0374054 0.0329448
26 -0.0263023 0.0334964
27 -0.015706 0.0338904
28 -0.00766173 0.0336212
29 0.00284202 0.0340631
30 0.00492789 0.0329915
31 0.00051007 0.0322217
32 -0.00951726 0.0327378
33 -0.0104569 0.0317593
34 -0.0162201 0.0313437
35 -0.0115442 0.030795
36 -0.0226826 0.0318904
37 -0.0207371 0.0310878
38 -0.0168633 0.0305101
39 -0.0120121 0.030111
40 -0.0120284 0.0293582
41 -0.0181188 0.029267
42 -0.0181322 0.0285702
43 -0.0150342 0.0280733
44 -0.0111818 0.0276983
45 -0.0133893 0.0271706
46 -0.014061 0.0265882
47 -0.00974533 0.0263704
48 0.00019211 0.0276301
49 -0.00445042 0.0274535
50 -0.00074454 0.0271534
51 -0.00846079 0.0276956
52 -0.00444424 0.0274527
53 -0.00516988 0.0269444
54 -0.00575294 0.0264517
55 -0.00726034 0.0260137
56 -0.00740279 0.0255495
57 -0.011776 0.0254728
58 -0.00694887 0.0254869
59 -0.0113759 0.0254365
60 -0.0143175 0.0251821
61 -0.0195771 0.0253126
62 -0.0152687 0.0252683
63 -0.0160829 0.0248803
64 -0.0104106 0.0251299
65 -0.013317 0.0249108
66 -0.0116887 0.0245865
67 -0.0168768 0.0247609
68 -0.0138661 0.0245791
69 -0.0142498 0.0242259
70 -0.0141342 0.0238801
71 -0.0144326 0.0235456
72 -0.0110811 0.0234559
73 -0.0103167 0.023147
74 -0.00619047 0.0231991
75 -0.00624002 0.0228898
76 -0.00241264 0.0229064
77 -0.00296193 0.0226155
78 -0.00250197 0.0223302
79 -0.000614329 0.0221272
80 0.00137464 0.0219398
81 0.0026684 0.0217071
82 0.00333245 0.0214525
83 0.000746213 0.0213494
84 0.00190972 0.0211269
85 0.00141714 0.0208841
86 -3.75939e-05 0.0206919
87 0.000574189 0.0204631
88 0.000555142 0.0202305
89 -0.00077764 0.0200471
90 0.00137374 0.0199394
91 -0.000183351 0.019781
92 0.000146474 0.0195688
93 0.00248052 0.019497
94 0.00433498 0.0193776
95 0.00414224 0.0191746
96 0.00350085 0.0189856
97 0.00115378 0.0189344
98 -0.00467755 0.0196186
99 -0.00307541 0.0194857
100 -0.00207162 0.0193167
