0.50	0.98356000 	 0.89196092 	 0.00492851
0.65	0.70468000 	 0.55066974 	 0.00466054
0.80	0.32408000 	 0.29228758 	 0.00283779
0.95	0.15792000 	 0.17045636 	 0.00170657
1.10	0.13116000 	 0.11101968 	 0.00117559
1.25	0.02584000 	 0.07985802 	 0.00084957
1.40	0.08572000 	 0.05862460 	 0.00066796
1.55	0.02540000 	 0.04807266 	 0.00056781
1.70	0.01652000 	 0.03882856 	 0.00048580
1.85	0.04004000 	 0.03187986 	 0.00041919
2.00	0.01480000 	 0.02744762 	 0.00037106
