   2	0.0331
   3	0.0254
   4	0.0289
   5	0.0230
   6	0.0248
   7	0.0247
   8	0.0224
   9	0.0282
  10	0.0236
  11	0.0251
  12	0.0236
  13	0.0235
  14	0.0219
  15	0.0240
  16	0.0208
  17	0.0203
  18	0.0199
  19	0.0209
  20	0.0213
  21	0.0203
  22	0.0211
  23	0.0194
  24	0.0211
  25	0.0219
  26	0.0191
  27	0.0190
  28	0.0193
  29	0.0189
  30	0.0190
  31	0.0182
  32	0.0187
  33	0.0176
  34	0.0180
  35	0.0180
  36	0.0166
  37	0.0178
  38	0.0160
  39	0.0171
  40	0.0177
  41	0.0170
  42	0.0161
  43	0.0183
  44	0.0163
  45	0.0171
  46	0.0169
  47	0.0155
  48	0.0161
  49	0.0154
  50	0.0163
  51	0.0147
  52	0.0159
  53	0.0156
  54	0.0145
  55	0.0148
  56	0.0140
  57	0.0152
  58	0.0151
  59	0.0152
  60	0.0162
  61	0.0145
  62	0.0131
  63	0.0141
  64	0.0150
  65	0.0147
  66	0.0137
  67	0.0152
  68	0.0140
  69	0.0136
  70	0.0134
  71	0.0130
  72	0.0132
  73	0.0138
  74	0.0133
  75	0.0145
  76	0.0139
  77	0.0138
  78	0.0136
  79	0.0143
  80	0.0130
  81	0.0139
  82	0.0131
  83	0.0125
  84	0.0121
  85	0.0126
  86	0.0139
  87	0.0128
  88	0.0123
  89	0.0117
  90	0.0125
  91	0.0129
  92	0.0127
  93	0.0118
  94	0.0130
  95	0.0122
  96	0.0120
  97	0.0121
  98	0.0119
  99	0.0113
 100	0.0120
 101	0.0114
 102	0.0116
 103	0.0119
 104	0.0121
 105	0.0116
 106	0.0116
 107	0.0121
 108	0.0116
 109	0.0116
 110	0.0110
 111	0.0116
 112	0.0118
 113	0.0114
 114	0.0111
 115	0.0106
 116	0.0104
 117	0.0107
 118	0.0111
 119	0.0117
 120	0.0112
 121	0.0113
 122	0.0112
 123	0.0109
 124	0.0109
 125	0.0103
 126	0.0106
 127	0.0109
 128	0.0110
 129	0.0104
 130	0.0112
 131	0.0107
 132	0.0107
 133	0.0102
 134	0.0103
 135	0.0101
 136	0.0101
 137	0.0094
 138	0.0104
 139	0.0106
 140	0.0102
 141	0.0104
 142	0.0105
 143	0.0101
 144	0.0102
 145	0.0100
 146	0.0100
 147	0.0109
 148	0.0108
 149	0.0104
 150	0.0102
 151	0.0100
 152	0.0097
 153	0.0098
 154	0.0095
 155	0.0099
 156	0.0100
 157	0.0099
 158	0.0097
 159	0.0100
 160	0.0095
 161	0.0097
 162	0.0099
 163	0.0097
 164	0.0095
 165	0.0092
 166	0.0096
 167	0.0097
 168	0.0096
 169	0.0095
 170	0.0095
 171	0.0097
 172	0.0095
 173	0.0095
 174	0.0095
 175	0.0092
 176	0.0093
 177	0.0094
 178	0.0085
 179	0.0093
 180	0.0092
 181	0.0093
 182	0.0086
 183	0.0089
 184	0.0087
 185	0.0092
 186	0.0093
 187	0.0090
 188	0.0087
 189	0.0095
 190	0.0089
 191	0.0091
 192	0.0091
 193	0.0088
 194	0.0086
 195	0.0087
 196	0.0091
 197	0.0094
 198	0.0085
 199	0.0088
 200	0.0088
 201	0.0092
 202	0.0095
 203	0.0087
 204	0.0087
 205	0.0086
 206	0.0089
 207	0.0086
 208	0.0086
 209	0.0084
 210	0.0091
 211	0.0083
 212	0.0084
 213	0.0085
 214	0.0083
 215	0.0081
 216	0.0086
 217	0.0083
 218	0.0085
 219	0.0079
 220	0.0083
 221	0.0079
 222	0.0087
 223	0.0084
 224	0.0086
 225	0.0075
 226	0.0079
 227	0.0084
 228	0.0088
 229	0.0083
 230	0.0080
 231	0.0086
 232	0.0086
 233	0.0081
 234	0.0080
 235	0.0079
 236	0.0079
 237	0.0082
 238	0.0082
 239	0.0084
 240	0.0082
 241	0.0081
 242	0.0083
 243	0.0084
 244	0.0080
 245	0.0077
 246	0.0076
 247	0.0079
 248	0.0080
 249	0.0083
 250	0.0078
 251	0.0083
