  1	1.5550	0.0000
  2	1.5212	0.0239
  3	1.5284	0.0170
  4	1.5154	0.0170
  5	1.5327	0.0206
  6	1.5335	0.0172
  7	1.5243	0.0170
  8	1.5267	0.0150
  9	1.5180	0.0157
 10	1.5161	0.0142
 11	1.5204	0.0136
 12	1.5171	0.0128
 13	1.5151	0.0120
 14	1.5104	0.0120
 15	1.5067	0.0118
 16	1.5049	0.0112
 17	1.5039	0.0106
 18	1.5043	0.0100
 19	1.5037	0.0095
 20	1.5036	0.0090
 21	1.5034	0.0086
 22	1.5062	0.0086
 23	1.5043	0.0085
 24	1.5043	0.0081
 25	1.5042	0.0078
 26	1.5050	0.0075
 27	1.5052	0.0073
 28	1.5059	0.0070
 29	1.5072	0.0069
 30	1.5062	0.0067
 31	1.5057	0.0065
 32	1.5076	0.0066
 33	1.5086	0.0065
 34	1.5087	0.0063
 35	1.5087	0.0061
 36	1.5095	0.0060
 37	1.5080	0.0060
 38	1.5057	0.0063
 39	1.5069	0.0062
 40	1.5059	0.0062
 41	1.5058	0.0060
 42	1.5056	0.0059
 43	1.5047	0.0058
 44	1.5041	0.0057
 45	1.5035	0.0056
 46	1.5031	0.0055
 47	1.5034	0.0054
 48	1.5031	0.0053
 49	1.5033	0.0052
 50	1.5035	0.0051
 51	1.5041	0.0050
 52	1.5045	0.0049
 53	1.5046	0.0048
 54	1.5038	0.0048
 55	1.5034	0.0047
 56	1.5044	0.0047
 57	1.5046	0.0047
 58	1.5055	0.0047
 59	1.5052	0.0046
 60	1.5062	0.0046
 61	1.5054	0.0046
 62	1.5058	0.0045
 63	1.5063	0.0045
 64	1.5061	0.0044
 65	1.5062	0.0044
 66	1.5046	0.0046
 67	1.5036	0.0046
 68	1.5045	0.0047
 69	1.5045	0.0046
 70	1.5043	0.0045
 71	1.5034	0.0045
 72	1.5024	0.0046
 73	1.5023	0.0045
 74	1.5014	0.0046
 75	1.5016	0.0045
 76	1.5005	0.0046
 77	1.5006	0.0045
 78	1.5014	0.0045
 79	1.5015	0.0045
 80	1.5020	0.0044
 81	1.5016	0.0044
 82	1.5018	0.0044
 83	1.5016	0.0043
 84	1.5016	0.0043
 85	1.5015	0.0042
 86	1.5014	0.0042
 87	1.5017	0.0041
 88	1.5014	0.0041
 89	1.5022	0.0041
 90	1.5024	0.0041
 91	1.5027	0.0040
 92	1.5029	0.0040
 93	1.5034	0.0040
 94	1.5031	0.0040
 95	1.5031	0.0039
 96	1.5024	0.0040
 97	1.5021	0.0039
 98	1.5022	0.0039
 99	1.5026	0.0039
100	1.5024	0.0038
